30,70,63,85,1
29,67,88,68,1
11,37,67,63,0
24,93,43,52,0
22,78,42,88,1
37,50,69,53,1
36,78,46,79,1
37,78,64,64,0
22,26,52,70,0
16,41,46,40,0
26,60,90,37,0
19,40,62,63,0
19,24,89,58,1
16,34,74,31,0
22,48,45,48,0
27,43,53,69,0
25,67,43,60,1
23,53,74,78,1
13,29,74,45,0
29,48,51,34,1
26,99,60,51,1
17,45,72,41,0
14,45,46,38,0
32,68,70,54,0
17,58,75,42,0
18,34,73,65,1
25,70,70,59,1
25,81,59,77,1
25,71,72,55,1
24,38,46,49,0
31,86,49,66,1
12,54,50,51,1
18,56,89,65,0
27,23,62,60,0
23,71,61,65,1
32,95,87,81,0
40,68,58,53,0
34,72,72,86,0
17,33,61,46,0
39,97,54,54,1
14,20,55,58,0
16,25,87,49,0
36,89,89,54,1
25,70,49,37,0
12,21,55,47,0
16,69,62,70,0
29,21,78,62,0
32,61,71,72,0
14,66,59,57,0
29,99,78,67,1
34,63,86,60,0
21,52,67,51,0
29,95,64,73,1
18,31,59,45,0
14,31,40,56,0
39,78,49,60,1
24,82,87,88,1
22,33,57,39,0
24,60,63,50,0
23,93,59,90,1
27,84,77,52,1
24,39,83,70,1
26,59,83,63,1
24,95,83,71,1
12,38,52,50,1
16,65,67,70,0
29,97,78,70,1
10,49,70,58,1
23,87,60,64,1
22,78,70,77,1
30,47,54,47,0
28,23,77,70,0
22,85,49,67,1
23,65,87,57,0
19,21,42,51,0
29,81,77,62,1
15,45,43,43,0
16,44,67,55,1
27,98,77,63,1
23,81,73,64,1
31,99,56,63,1
22,57,70,65,0
21,67,50,86,0
29,42,47,66,1
16,50,62,48,0
26,30,60,39,0
19,23,58,47,0
37,97,64,57,1
29,68,41,61,0
39,53,85,67,1
16,54,55,33,0
24,23,82,34,0
23,28,84,48,0
16,69,75,56,0
15,20,89,70,0
18,52,76,46,0
36,97,61,86,1
40,62,84,58,1
24,50,83,35,1
24,69,84,58,1
28,46,53,37,0
40,93,72,78,1
26,29,77,67,0
30,47,73,48,1
30,51,41,31,1
20,29,87,65,0
35,82,52,70,1
26,24,40,40,0
21,35,82,61,1
23,60,57,54,0
33,50,89,80,1
35,70,46,75,1
28,55,83,52,1
20,22,70,65,1
33,100,89,80,0
30,70,42,43,0
10,25,87,37,0
20,60,86,66,0
30,75,42,69,1
15,36,53,57,0
22,71,45,86,1
12,25,90,30,0
23,44,65,48,1
32,58,86,90,1
11,65,85,37,1
14,47,54,55,0
37,79,83,68,0
32,54,83,75,1
22,70,88,53,1
12,65,45,31,0
26,51,73,56,1
30,81,90,90,1
15,27,61,37,1
29,78,65,53,1
13,48,70,36,0
22,21,57,40,0
26,70,61,86,0
40,92,59,84,1
27,53,64,37,1
26,24,41,62,0
24,68,83,39,1
11,32,53,44,1
20,53,63,54,0
27,70,53,57,0
27,51,47,66,1
35,83,71,89,0
33,55,62,83,1
23,65,71,58,1
19,52,65,55,0
29,41,64,67,1
23,54,64,49,0
37,61,53,88,1
24,35,90,41,0
30,92,60,84,1
16,58,79,40,1
39,86,59,90,1
12,68,64,52,0
29,81,62,80,0
30,52,80,44,1
39,54,76,64,1
28,43,73,36,0
11,62,46,39,0
36,72,63,71,0
16,68,84,45,1
40,70,52,56,1
23,46,67,47,1
23,71,66,53,1
25,59,80,54,0
10,58,72,47,0
31,78,51,64,1
26,58,87,37,1
16,63,85,65,0
20,70,52,68,1
39,81,74,77,1
12,38,88,55,0
15,40,74,40,1
24,63,79,43,0
11,36,66,64,1
32,86,67,54,0
19,47,62,54,0
29,78,60,69,1
13,41,86,44,0
32,60,64,50,1
30,80,45,54,0
15,46,80,58,0
20,45,60,39,0
30,20,65,30,1
21,42,48,45,0
28,66,51,67,0
23,31,88,35,0
26,58,63,68,1
20,70,77,66,1
19,26,57,49,0
23,21,49,37,1
28,95,82,69,1
40,53,68,85,1
21,81,87,80,1
20,89,51,55,1
25,85,83,54,1
21,36,46,56,1
26,52,48,67,0
18,23,49,44,1
11,36,48,45,0
36,55,58,63,0
10,55,41,36,0
29,60,47,90,1
16,54,81,37,0
32,63,56,61,1
19,43,50,62,0
24,33,56,41,0
32,62,43,79,0
25,51,77,51,0
10,70,63,30,0
38,59,57,70,1
23,80,88,85,0
11,57,79,57,0
20,65,57,83,0
10,29,89,56,0
22,51,82,59,1
18,26,73,61,1
20,69,50,61,0
39,98,52,75,1
13,33,66,67,1
20,47,47,53,1
28,55,89,38,0
30,60,50,36,0
10,27,62,62,0
24,60,42,55,1
36,77,49,69,0
38,89,46,86,1
16,52,61,67,0
25,53,61,64,1
40,83,62,51,1
26,96,44,90,0
27,88,74,65,0
24,68,64,90,1
27,66,70,58,1
40,90,90,76,1
37,72,81,63,1
31,84,82,52,0
25,31,82,69,0
31,51,68,50,1
40,78,79,80,0
35,64,53,66,0
28,22,51,61,1
24,57,53,80,1
28,72,80,74,1
28,82,60,72,0
27,83,60,69,1
20,67,56,83,1
14,40,79,46,0
27,98,63,75,1
27,82,60,57,0
18,57,43,52,0
13,27,74,67,1
30,62,57,72,0
29,38,73,31,0
14,37,87,38,0
36,88,79,86,0
24,59,43,52,0
26,46,41,58,0
25,42,71,69,0
20,24,68,62,0
38,55,53,73,0
26,28,43,62,1
18,40,77,48,1
12,48,62,64,0
10,27,70,32,0
27,70,50,63,0
36,60,45,64,1
20,52,57,61,0
20,27,40,48,1
10,29,67,33,0
20,82,86,81,1
20,40,40,46,0
16,42,40,48,0
38,78,55,73,1
10,28,89,42,0
35,80,44,72,1
18,64,71,31,0
29,54,52,63,1
40,58,63,88,1
24,53,46,60,0
37,76,65,54,1
29,33,85,64,0
28,96,46,88,0
12,28,60,68,0
35,85,42,86,0
30,61,63,33,0
21,89,71,68,0
27,85,78,65,1
22,32,50,35,1
22,78,66,60,1
31,81,58,68,1
17,65,50,50,0
36,84,69,66,0
13,56,50,50,0
32,56,89,79,0
29,40,77,38,0
22,30,78,39,0
17,61,56,60,0
31,96,82,84,0
22,75,83,84,0
32,65,48,52,1
20,83,65,53,1
28,68,59,72,1
25,66,65,88,1
11,41,74,43,1
12,67,58,54,1
26,51,87,49,0
24,68,90,32,0
13,62,75,51,1
26,25,58,47,0
24,62,46,39,0
17,22,84,47,0
18,59,68,48,1
26,81,80,81,1
26,94,85,58,0
23,58,68,61,0
38,57,55,52,1
26,67,64,43,1
39,54,53,64,1
29,39,79,59,0
33,59,77,77,1
38,53,66,58,1
23,78,60,86,1
14,58,82,32,0
19,36,86,37,0
23,65,88,47,0
10,69,90,67,0
26,39,67,32,0
11,39,87,45,0
20,75,89,69,1
