29,66,52,70,1
27,23,74,52,1
19,43,54,33,0
21,90,90,85,1
27,56,49,53,0
13,34,80,30,0
40,69,47,70,1
22,21,79,64,0
30,97,45,82,0
27,66,43,45,0
12,34,56,49,0
12,28,82,44,0
10,22,70,54,0
20,38,82,47,1
14,50,75,63,0
23,48,57,48,1
39,67,48,70,0
18,50,66,67,0
13,45,54,47,0
21,51,87,69,0
33,90,55,85,1
28,32,89,66,0
24,57,84,40,0
32,78,90,84,1
40,68,63,80,1
39,55,63,79,1
13,42,75,65,0
21,71,55,84,1
26,54,75,66,1
16,67,52,54,1
16,64,82,70,0
40,57,41,50,1
21,25,82,37,0
14,45,53,62,0
24,75,49,50,1
25,66,52,67,0
39,73,77,71,0
38,52,87,51,1
14,41,83,56,0
30,51,84,35,0
30,24,83,58,0
17,25,50,33,1
22,61,58,50,1
20,99,40,78,0
31,98,62,80,1
16,33,61,56,0
30,67,89,38,0
38,53,54,70,1
32,99,72,50,0
28,65,42,58,0
15,64,90,69,0
26,22,50,50,0
21,55,85,62,0
12,54,62,69,1
24,67,60,59,1
37,81,83,67,0
29,70,64,44,0
21,32,41,59,0
18,27,64,36,1
20,56,52,35,0
28,86,53,68,1
11,56,73,49,0
40,60,55,52,1
24,58,52,65,1
25,93,60,86,0
26,70,80,61,0
13,25,49,31,0
37,71,57,59,1
15,54,54,32,0
12,30,84,58,0
26,63,70,74,1
27,68,85,30,0
10,26,67,69,0
32,73,51,87,1
35,88,41,81,1
29,75,78,78,1
30,61,41,60,1
24,34,72,51,0
40,92,71,66,1
28,52,58,61,0
22,59,81,35,1
22,68,66,81,1
20,62,85,69,0
23,54,61,60,0
29,34,67,40,0
24,86,58,66,1
24,64,47,60,1
20,96,85,70,0
30,36,47,36,0
20,21,52,69,0
11,60,71,61,0
16,34,61,40,0
20,51,68,74,1
40,64,49,59,0
15,35,86,48,0
15,31,72,68,0
18,64,83,58,0
27,54,86,45,0
29,38,86,59,0
30,86,82,53,1
35,96,62,87,0
15,63,67,63,0
30,58,51,52,1
28,74,89,82,1
29,69,70,33,1
30,27,71,61,0
28,71,81,61,0
39,74,83,70,0
26,65,81,47,0
39,79,64,81,1
18,60,78,32,1
19,28,84,42,1
11,54,45,33,0
34,71,73,54,0
22,32,64,32,1
26,77,76,77,1
31,94,61,84,1
37,99,86,71,1
20,21,49,63,0
21,91,42,80,1
20,60,74,65,1
21,72,69,76,1
11,37,64,77,0
23,25,87,59,0
28,64,56,39,1
16,63,87,64,1
24,32,51,50,1
29,97,78,86,0
30,32,86,57,0
10,53,72,50,1
20,63,69,74,1
20,41,45,65,0
27,42,67,53,0
29,55,49,83,1
26,65,62,83,0
25,58,75,68,1
27,61,71,77,0
28,59,89,71,0
26,28,44,59,0
20,35,82,53,0
17,35,44,42,0
29,59,86,63,1
19,63,86,33,1
28,69,87,53,0
20,78,79,54,1
10,32,76,49,1
28,49,90,49,0
30,42,79,39,0
28,76,81,89,1
11,49,67,67,0
20,67,48,58,1
13,40,83,33,0
20,56,56,66,0
27,51,42,30,0
29,46,67,41,1
17,40,57,64,1
24,57,62,33,0
20,64,89,74,0
23,34,81,37,0
22,66,59,54,0
23,63,85,48,0
13,68,77,64,0
19,20,84,35,0
36,75,56,65,0
28,61,41,59,0
14,77,70,62,1
16,62,40,45,1
13,25,56,36,0
17,58,52,58,0
29,63,41,59,1
34,89,67,72,0
24,23,73,41,0
24,41,90,41,0
15,24,80,65,0
25,35,76,53,1
28,37,40,47,0
20,46,82,36,0
30,56,66,58,1
33,64,83,67,1
26,25,82,30,1
14,42,82,67,0
10,48,72,66,1
19,65,43,37,0
14,56,42,62,0
25,36,55,68,1
39,62,88,53,1
15,60,42,44,0
22,61,83,89,1
28,33,90,56,0
21,50,44,36,0
33,88,83,69,1
38,74,67,61,0
23,57,75,60,0
27,69,41,64,1
10,61,64,37,0
20,32,66,56,0
11,68,53,44,0
29,68,85,57,1
26,68,71,52,1
29,22,53,68,0
32,56,85,65,1
26,70,58,77,1
21,59,64,42,0
27,35,53,31,0
23,98,42,75,1
20,87,86,68,1
24,43,48,60,0
37,96,80,61,0
29,40,56,45,0
31,60,82,83,1
17,52,67,52,0
27,30,52,39,0
27,21,81,63,1
37,100,76,50,1
31,94,71,71,0
25,89,68,74,0
15,32,46,33,0
23,63,40,50,1
38,55,69,79,1
22,76,90,56,1
15,30,72,66,1
31,66,44,83,1
27,53,72,34,0
40,83,72,79,1
32,81,70,53,0
18,45,79,44,0
24,77,44,64,1
24,99,62,60,0
18,41,58,70,0
28,69,58,53,0
11,53,58,47,1
22,64,87,48,0
29,70,86,75,0
28,25,43,63,1
30,51,47,65,1
25,92,83,51,1
36,97,53,51,1
29,62,45,60,0
13,55,50,38,0
17,44,86,57,1
23,57,58,69,0
34,75,49,53,1
13,28,51,61,0
27,41,47,30,0
28,82,72,62,1
13,49,68,59,0
30,20,68,37,0
23,56,72,77,0
19,53,71,49,1
13,20,72,66,0
29,68,73,54,1
27,93,67,71,0
29,92,88,55,0
26,79,69,71,1
21,69,88,59,1
16,39,44,56,1
13,55,59,70,0
28,24,40,33,1
35,81,41,59,1
40,62,82,58,1
25,56,54,60,1
14,48,73,32,1
29,58,77,68,1
36,75,72,78,0
21,82,69,59,0
25,49,79,51,0
11,52,82,48,1
29,71,63,72,1
19,62,49,70,0
31,83,80,69,0
27,78,68,84,1
25,67,84,33,0
39,73,60,62,1
11,39,82,36,1
34,66,66,82,1
25,21,51,67,0
26,53,49,48,0
23,90,79,73,1
17,20,55,49,1
11,37,66,60,0
30,60,88,59,0
24,84,40,68,0
17,46,61,40,0
30,75,74,79,1
22,50,53,89,0
14,42,47,30,1
38,94,69,83,0
18,49,87,59,0
27,43,64,49,0
40,83,68,70,1
32,81,68,70,0
24,54,86,65,1
23,56,69,39,1
18,30,67,55,0
11,64,46,53,0
40,61,86,82,1
40,67,62,83,1
10,67,43,65,1
30,81,48,50,1
24,55,49,46,1
30,30,53,34,0
10,67,67,38,0
32,55,40,84,1
11,64,69,33,0
29,20,78,35,0
33,60,51,65,1
19,61,50,35,0
33,85,76,64,1
13,49,68,67,0
28,32,85,33,0
36,78,47,89,1
18,45,46,62,0
27,76,81,64,1
35,61,65,54,1
26,75,81,78,0
37,69,76,70,1
26,35,41,31,0
21,65,87,57,0
16,25,90,47,0
25,54,86,58,0
27,58,59,51,0
15,47,75,70,0
39,56,46,90,1
20,50,58,69,0
11,21,61,47,0
26,56,44,63,1
21,68,41,50,0
32,95,56,83,0
12,47,54,47,0
40,76,73,69,1
17,47,51,39,0
20,75,66,84,1
19,49,54,32,0
26,73,51,73,0
38,58,89,58,0
40,88,87,52,1
24,61,84,76,0
36,78,52,62,1
11,26,70,67,0
29,39,72,45,0
10,38,90,49,0
25,40,88,54,1
18,50,84,30,0
27,81,74,69,0
21,60,48,57,1
34,92,69,54,1
12,37,52,64,0
27,69,88,71,1
25,71,87,65,1
30,47,72,36,0
32,89,65,60,0
29,99,78,80,0
22,65,71,32,0
27,39,60,40,1
17,29,76,52,0
21,84,46,72,0
31,91,71,61,1
10,57,48,42,1
29,62,87,59,1
25,69,77,59,0
18,21,86,44,0
13,66,51,39,0
38,61,70,77,1
27,78,88,58,1
27,28,74,66,1
25,27,88,66,0
26,56,69,42,0
19,39,49,31,1
10,35,68,36,0
19,58,42,61,0
23,38,76,68,0
27,59,74,68,1
12,21,66,68,0
22,25,47,66,1
26,29,64,44,0
19,54,88,59,0
32,61,57,73,1
17,52,78,30,0
20,76,48,63,0
17,33,41,44,1
11,23,59,34,1
20,52,80,65,0
21,31,61,46,0
34,66,51,63,0
36,70,53,79,0
16,62,90,61,0
15,47,60,47,0
35,59,49,58,1
29,30,71,53,0
16,46,53,65,0
14,57,85,42,0
30,97,83,79,1
29,50,48,67,0
22,93,44,89,1
38,99,82,61,1
24,60,72,90,0
36,99,63,74,1
27,50,78,53,0
29,91,76,56,1
24,55,74,69,0
25,80,89,67,0
21,60,50,72,0
28,58,74,62,0
32,62,87,62,1
33,79,67,78,0
17,41,90,40,1
31,54,63,71,1
13,66,75,67,0
10,42,60,34,0
17,57,55,39,1
28,44,80,50,1
29,21,41,32,0
28,66,45,39,0
12,27,65,61,1
29,99,81,79,1
11,47,41,39,0
20,62,45,63,1
37,51,49,78,1
16,30,55,30,0
31,76,42,59,0
27,66,76,61,0
29,63,74,68,1
39,87,66,72,0
13,29,82,35,0
32,95,73,78,1
20,58,41,66,0
40,70,42,68,1
21,59,47,31,0
27,51,49,64,0
12,25,65,31,0
40,86,79,66,1
40,88,48,69,1
14,51,53,63,1
25,66,81,86,0
28,36,80,41,0
26,53,68,69,1
17,50,51,38,0
13,40,40,39,0
11,51,47,36,0
32,83,85,59,0
10,20,51,51,0
20,99,86,53,1
11,57,62,69,0
18,49,78,61,0
32,53,71,73,1
22,24,68,41,0
18,42,64,64,0
24,63,73,66,1
37,97,74,75,0
35,68,71,69,0
19,68,89,52,1
14,36,44,59,0
30,56,51,53,1
25,55,84,70,1
11,28,58,48,0
26,91,75,53,1
30,85,48,83,1
35,68,59,85,1
23,42,75,39,0
21,53,52,84,1
34,72,41,64,1
21,81,64,86,1
25,95,68,64,1
28,51,50,69,0
17,54,50,69,0
25,99,79,54,0
22,68,45,40,0
21,51,57,50,0
37,83,59,85,1
17,47,86,34,1
27,78,66,52,1
33,58,86,63,0
29,33,53,34,0
16,63,64,42,1
20,61,58,52,1
12,22,56,64,0
22,54,77,80,1
15,51,63,63,0
25,38,63,56,0
26,79,88,74,1
33,51,69,86,1
13,50,65,52,0
35,61,87,78,0
24,84,66,58,1
29,74,48,67,1
14,21,68,57,0
34,84,46,86,0
14,31,60,47,0
