10,25,54,60,0
29,53,74,39,0
30,69,90,69,0
28,65,86,59,0
12,52,63,57,0
27,76,49,82,1
30,35,57,33,1
38,55,43,69,1
37,93,69,75,1
21,50,78,41,0
23,26,60,45,0
20,26,87,60,0
15,67,67,46,0
16,28,87,56,0
28,53,53,32,1
12,29,72,67,0
16,43,67,45,0
26,68,54,39,0
26,92,78,63,1
38,87,81,51,1
24,68,74,65,1
23,56,69,32,0
38,58,53,68,1
22,37,52,41,1
22,32,66,31,0
37,86,43,70,0
12,65,82,65,1
35,51,89,61,1
12,49,42,34,0
14,43,77,62,0
16,27,60,42,1
28,81,44,80,1
33,87,65,78,0
14,33,86,38,0
25,69,62,53,0
37,38,65,60,1
11,55,62,53,1
34,89,80,64,1
20,20,57,68,0
32,95,76,69,1
11,22,71,32,1
10,34,52,34,0
24,64,56,62,0
29,42,85,34,0
15,67,46,64,0
23,60,65,30,0
27,27,67,58,1
23,59,60,47,1
32,90,42,88,1
28,61,54,58,1
22,59,86,30,1
20,46,72,44,1
13,45,47,70,0
38,100,59,75,0
38,54,51,79,0
22,52,87,60,1
24,86,57,52,0
12,60,66,34,0
14,69,83,53,0
28,63,82,44,0
26,49,67,70,0
31,98,88,58,1
34,87,84,57,1
10,59,70,68,0
27,96,72,82,1
27,99,62,68,0
23,75,43,86,0
24,79,56,90,0
28,67,87,34,1
28,64,47,69,1
28,83,86,79,1
30,75,76,90,1
16,36,80,60,0
13,50,59,50,0
35,94,60,57,1
28,75,45,61,1
20,82,85,56,0
18,31,89,33,0
21,30,89,50,0
15,35,86,40,0
34,77,73,58,0
34,73,79,55,0
27,30,89,52,1
30,86,59,71,1
40,91,56,65,0
23,27,52,59,0
19,60,56,45,0
15,29,65,42,0
29,66,85,66,1
15,52,63,35,0
36,56,50,60,1
15,26,47,66,0
17,21,45,50,0
10,33,56,30,0
14,30,73,67,0
14,68,68,60,1
15,45,88,45,0
28,68,87,54,1
15,61,86,63,0
14,52,43,59,0
39,81,50,80,1
36,58,74,88,1
10,33,62,37,1
24,64,52,67,0
36,61,79,63,1
22,60,82,54,0
23,49,77,54,0
40,53,44,64,1
14,20,50,46,1
38,97,87,55,1
37,63,69,66,1
26,94,67,50,1
22,22,68,33,0
26,22,89,65,0
28,71,56,79,1
15,50,70,63,0
39,85,43,90,1
33,73,77,86,1
34,90,76,72,1
24,67,42,30,0
25,64,67,84,1
37,77,72,66,0
20,37,47,53,0
10,65,58,70,1
11,49,45,31,1
18,41,76,57,1
24,32,86,65,0
27,71,57,81,1
27,48,84,33,0
23,64,74,80,1
13,23,49,45,0
28,65,53,86,1
22,64,55,88,1
29,52,59,44,0
40,61,42,74,1
21,66,73,65,1
15,37,78,59,0
12,62,49,50,1
14,50,59,69,0
26,74,71,88,0
32,76,58,84,1
32,52,88,80,1
18,55,78,55,1
17,34,49,44,0
22,50,72,57,0
29,52,77,82,1
18,37,47,43,0
20,49,84,30,1
37,91,56,69,1
34,97,88,87,0
17,22,69,45,0
36,83,57,56,0
21,57,41,88,1
22,82,49,62,1
31,55,55,60,1
31,71,59,60,1
15,44,81,42,0
25,61,50,49,0
14,65,53,57,1
26,68,56,51,1
26,83,62,66,0
15,57,70,70,0
34,63,60,86,1
30,66,80,89,1
35,89,79,78,1
39,57,58,62,1
24,56,49,61,0
29,64,57,67,0
14,64,46,30,0
18,62,47,31,0
24,62,70,57,1
19,56,90,63,1
18,62,42,67,0
35,57,46,58,1
17,68,68,40,1
40,91,86,53,0
27,73,83,70,0
22,91,78,70,0
20,51,65,87,1
22,70,88,67,1
30,63,78,48,0
26,62,84,60,0
35,81,68,82,0
31,50,89,54,0
23,65,46,90,1
26,68,88,83,1
21,76,41,66,0
29,72,67,58,1
16,34,68,62,1
35,65,82,82,0
21,32,53,63,0
19,43,76,66,0
11,41,65,37,1
36,98,72,58,1
27,51,89,80,0
22,40,78,50,1
29,55,81,54,0
40,52,63,68,1
10,47,74,65,0
10,53,68,35,0
28,50,50,90,1
10,67,68,31,0
22,85,69,87,1
32,68,73,57,0
12,29,51,39,0
38,65,88,64,1
39,88,72,70,1
12,55,45,47,0
22,56,46,64,0
30,79,65,55,1
10,29,41,47,0
12,38,76,48,0
22,60,75,40,1
34,99,65,68,1
12,35,51,33,0
20,51,65,72,1
22,32,54,48,0
25,96,75,71,1
29,50,46,52,0
40,51,65,51,1
26,85,90,66,1
21,66,63,48,0
34,90,82,79,0
39,80,79,77,0
25,98,55,62,0
12,39,42,40,1
12,32,44,68,0
25,45,74,40,1
23,68,73,33,1
36,55,84,57,1
21,55,71,60,0
11,44,59,58,0
17,55,57,40,0
16,54,80,40,0
19,63,90,55,0
21,33,75,38,0
25,52,77,56,0
22,45,65,59,0
36,94,49,86,1
23,66,88,87,1
32,99,63,54,1
39,99,60,88,0
31,100,48,70,0
13,28,52,44,0
10,26,56,57,0
16,37,82,54,0
14,42,47,70,0
26,60,59,64,1
25,66,41,42,0
37,72,41,50,1
